ff_id,SC9,SC9_SE
1706,-0.811,0.477
1708,0.865,0.684
1710,-0.205,0.504
1711,-0.143,0.524
1712,-0.143,0.524
1713,-0.99,0.456
1714,0.865,0.684
1716,0.865,0.684
1719,-1.425,0.468
1720,0.194,0.566
1721,0.238,0.538
1722,0.32,0.557
1723,-1.114,0.455
1724,-0.755,0.511
1725,0.865,0.684
1726,0.865,0.684
1727,-1.468,0.465
1728,-0.085,0.497
1730,0.32,0.557
1731,0.865,0.684
1734,-0.591,0.47
1735,-0.612,0.484
1736,0.865,0.684
1739,-0.521,0.476
1742,0.865,0.684
1744,0.865,0.684
1745,-0.241,0.485
1746,-1.112,0.456
1748,0.235,0.539
1749,0.865,0.684
1751,-0.332,0.474
1752,-1.329,0.496
1753,-1.249,0.477
1754,-1.402,0.487
1755,-0.013,0.509
1756,0.865,0.684
1757,-0.756,0.481
1758,0.286,0.641
1759,0.056,0.527
1760,0.865,0.684
1761,-0.386,0.466
1762,0.238,0.538
1764,0.447,0.59
1765,0.235,0.539
1767,-1.128,0.49
1769,-0.835,0.463
1772,-0.309,0.5
1773,-1.819,0.508
1776,0.235,0.539
1777,0.865,0.684
1779,-0.901,0.462
1780,-0.582,0.506
1781,0.865,0.684
1782,0.053,0.522
1783,0.309,0.576
1784,-0.914,0.481
1785,0.447,0.59
1786,0.865,0.684
1788,-0.728,0.463
1789,-0.93,0.472
1790,-1.757,0.498
1791,0.32,0.557
1793,-1.364,0.465
1794,-0.771,0.484
1795,0.865,0.684
1796,0.865,0.684
1797,0.865,0.684
1798,0.865,0.684
1799,-0.01,0.511
1801,0.865,0.684
1802,-0.679,0.485
1804,0.309,0.576
1806,0.056,0.527
1807,-0.757,0.468
1808,-1.184,0.469
1809,-0.755,0.511
1810,0.056,0.527
1811,0.056,0.527
1812,-0.809,0.473
1813,-0.387,0.504
1815,0.865,0.684
1816,0.865,0.684
1817,-0.893,0.456
1818,-0.332,0.474
1820,0.865,0.684
1821,0.447,0.59
1822,0.865,0.684
1823,-0.811,0.456
1826,0.056,0.527
1827,0.865,0.684
1828,-0.091,0.521
1829,-0.306,0.522
1831,-0.286,0.482
1832,0.865,0.684
1836,0.007,0.558
1837,0.865,0.684
1838,0.865,0.684
1841,0.865,0.684
1842,-0.308,0.497
1843,-0.956,0.456
1845,0.447,0.59
1846,0.32,0.557
1847,-1.994,0.524
1848,-0.309,0.5
1849,-0.431,0.478
1850,0.865,0.684
1851,-0.828,0.457
1852,0.309,0.576
1853,0.447,0.59
1854,0.865,0.684
1855,-0.771,0.48
1856,-0.407,0.496
1857,-1.572,0.518
1858,0.865,0.684
1859,0.865,0.684
1860,0.32,0.557
1861,-0.554,0.457
1862,-2.275,0.566
1863,0.865,0.684
1866,-0.161,0.535
1867,-0.724,0.456
1868,0.865,0.684
1870,-0.974,0.455
1872,0.053,0.522
1873,-0.603,0.476
1874,-0.306,0.522
1875,-0.01,0.511
1876,0.175,0.546
1883,0.056,0.527
1884,0.238,0.538
1885,-1.723,0.49
1886,0.309,0.576
1890,-0.847,0.485
1891,0.865,0.684
1892,-0.627,0.474
1894,0.865,0.684
1895,-0.394,0.477
1897,-0.075,0.516
1898,-1.112,0.456
1899,-0.15,0.513
1900,0.865,0.684
1901,-0.992,0.469
1903,-0.01,0.511
1904,-0.64,0.476
1905,0.865,0.684
1906,0.865,0.684
1907,0.194,0.566
1908,0.865,0.684
1909,0.865,0.684
1910,0.865,0.684
1911,-0.735,0.476
1912,-0.748,0.473
1913,0.309,0.576
1915,0.045,0.539
1916,0.32,0.557
1919,-0.725,0.475
1920,-0.652,0.457
1921,0.175,0.546
1922,-0.387,0.504
1923,-0.643,0.475
1924,0.865,0.684
1925,-1.19,0.488
1926,-0.075,0.516
1927,0.865,0.684
1929,-0.286,0.482
1930,-0.549,0.498
1932,0.682,0.708
1934,0.865,0.684
1935,-0.202,0.494
1936,0.865,0.684
1937,-0.494,0.496
1938,0.865,0.684
1939,0.865,0.684
1941,-1.894,0.518
1942,0.238,0.538
1943,-0.332,0.474
1945,-0.632,0.473
1946,0.865,0.684
1947,0.865,0.684
1948,-0.143,0.524
1949,0.32,0.557
1951,0.865,0.684
1952,0.447,0.59
1953,0.865,0.684
1954,-0.306,0.522
1955,0.865,0.684
1958,-0.712,0.457
1959,0.865,0.684
1960,-0.712,0.457
1961,-0.998,0.481
1962,-0.882,0.508
1964,-1.994,0.521
1965,0.235,0.539
1966,0.865,0.684
1967,-0.882,0.508
1968,-0.924,0.467
1969,0.865,0.684
1970,-1.184,0.469
1971,-1.144,0.456
1972,0.865,0.684
1973,-0.93,0.472
1974,-0.114,0.506
1975,-0.588,0.485
1976,0.235,0.539
1978,0.865,0.684
1981,-0.286,0.482
1982,-0.387,0.504
1984,0.865,0.684
1985,0.865,0.684
1987,-0.332,0.474
1989,-0.788,0.48
1990,-0.612,0.484
1991,-0.01,0.511
1992,0.865,0.684
1993,-1.894,0.518
1994,0.865,0.684
1995,-0.771,0.484
1996,-1.793,0.514
1997,-1.473,0.479
1998,0.865,0.684
1999,0.309,0.576
2000,-1.941,0.514
2001,0.865,0.684
2002,0.865,0.684
2004,0.865,0.684
2005,0.865,0.684
2006,0.865,0.684
2007,0.238,0.538
2009,0.007,0.558
2010,0.865,0.684
2011,0.865,0.684
2012,-0.091,0.521
2014,0.865,0.684
2016,-0.306,0.522
2020,0.007,0.558
2021,0.309,0.576
2022,0.865,0.684
2024,0.447,0.59
2026,-0.882,0.508
2027,0.447,0.59
2029,0.865,0.684
2030,0.238,0.538
2031,0.865,0.684
2032,0.238,0.538
2033,0.238,0.538
2034,0.447,0.59
2035,-0.466,0.488
2036,-0.679,0.472
2039,0.865,0.684
2040,0.865,0.684
2041,-1.723,0.49
2042,-0.551,0.506
2043,0.045,0.539
2044,0.865,0.684
2045,-0.646,0.493
2050,0.447,0.59
2051,0.865,0.684
2052,0.865,0.684
2053,-0.554,0.457
2054,0.865,0.684
2056,0.865,0.684
2057,0.865,0.684
2058,0.865,0.684
2059,0.309,0.576
2061,-1.384,0.489
2062,-0.947,0.454
2063,0.865,0.684
2064,-0.652,0.457
2067,-1.031,0.456
2068,0.056,0.527
2069,0.865,0.684
2070,0.865,0.684
2072,0.447,0.59
2074,-0.286,0.482
2076,-0.387,0.481
2079,-0.286,0.479
2080,0.007,0.558
2082,0.309,0.576
2084,-0.646,0.477
2085,0.865,0.684
2088,0.865,0.684
2089,-1.286,0.471
2090,-0.728,0.474
2092,-0.14,0.487
2093,0.865,0.684
2094,-1.088,0.482
2096,0.865,0.684
2097,-0.974,0.455
2099,-0.765,0.456
2100,0.194,0.566
2102,0.32,0.557
2103,-0.091,0.521
2104,-0.47,0.499
2105,-1.793,0.512
2106,0.865,0.684
2107,0.865,0.684
2109,0.238,0.538
2110,-1.326,0.482
2111,0.056,0.527
2113,-0.882,0.508
2114,0.238,0.538
2115,0.238,0.538
2116,-1.625,0.513
2117,-1.186,0.464
2118,0.865,0.684
2119,-0.627,0.474
2120,-1.819,0.508
2121,0.865,0.684
2122,-0.286,0.482
2123,0.865,0.684
2124,-0.588,0.477
2126,0.865,0.684
2127,0.865,0.684
2128,0.235,0.539
2129,0.112,0.53
2130,0.865,0.684
2132,-0.829,0.473
2133,-0.31,0.492
2134,0.865,0.684
2137,-0.378,0.48
2138,0.447,0.59
2139,-0.568,0.477
2140,0.865,0.684
2141,0.865,0.684
2142,-0.205,0.504
2144,-0.37,0.49
2146,0.865,0.684
2148,-0.085,0.497
2149,-0.309,0.5
2150,0.865,0.684
2151,-0.055,0.517
2152,-0.585,0.465
2153,-0.363,0.498
2155,0.865,0.684
2157,-0.091,0.521
2160,-2.275,0.566
2161,0.865,0.684
2162,0.865,0.684
2163,-1.104,0.495
2164,-0.692,0.471
2165,0.865,0.684
2168,-1.068,0.456
2171,0.865,0.684
2174,-0.202,0.494
2175,-0.797,0.494
2177,-0.684,0.456
2178,-0.091,0.521
2179,-0.085,0.497
2180,0.447,0.59
2181,0.865,0.684
2183,-0.755,0.511
2185,0.865,0.684
2187,-2.275,0.566
2188,-0.472,0.471
2189,0.447,0.59
2190,0.865,0.684
2191,0.865,0.684
2193,-0.161,0.535
2195,0.447,0.59
2196,-0.521,0.464
2199,-0.332,0.474
2200,0.865,0.684
2201,0.309,0.576
2202,0.865,0.684
2204,0.447,0.59
2206,0.865,0.684
2207,0.865,0.684
2208,0.238,0.538
2209,0.238,0.538
2210,0.865,0.684
2211,0.865,0.684
2212,0.865,0.684
2213,-0.205,0.504
2214,0.32,0.557
2217,0.865,0.684
2218,0.045,0.539
2219,-0.075,0.516
2221,0.865,0.684
2222,0.865,0.684
2223,0.865,0.684
2224,0.865,0.684
2225,0.865,0.684
2228,0.238,0.538
2229,0.865,0.684
2230,-0.091,0.521
2232,-0.075,0.516
2233,-0.161,0.535
2234,-0.882,0.508
2236,0.238,0.538
2237,0.32,0.557
2238,0.865,0.684
2239,-0.657,0.498
2240,0.865,0.684
2241,0.745,0.722
2242,0.865,0.684
2243,0.865,0.684
2244,0.865,0.684
2245,0.045,0.539
2246,-0.692,0.471
2247,-0.192,0.511
2248,-0.603,0.476
2249,-0.715,0.502
2250,0.016,0.525
2253,0.865,0.684
2254,-0.521,0.464
2256,-0.472,0.471
2257,0.865,0.684
2258,-0.15,0.513
2259,0.865,0.684
2262,-2.275,0.566
2263,0.865,0.684
2264,-0.882,0.508
2265,0.865,0.684
2267,0.865,0.684
2268,-0.24,0.492
2269,0.865,0.684
2270,-1.572,0.518
2272,0.865,0.684
2273,0.865,0.684
2274,0.865,0.684
2275,0.194,0.566
2277,-0.091,0.521
2279,0.865,0.684
2280,-0.755,0.511
2282,0.447,0.59
2283,0.865,0.684
2284,-0.538,0.522
2285,0.865,0.684
2287,0.865,0.684
2288,0.865,0.684
2290,-2.275,0.566
2291,-1.793,0.512
2293,0.238,0.538
2294,-1.766,0.496
2296,-1.221,0.49
2297,0.865,0.684
2300,0.053,0.522
2301,0.865,0.684
2302,0.056,0.527
2303,-0.924,0.462
2306,-0.085,0.497
2307,0.865,0.684
2308,-0.603,0.476
2310,-0.161,0.535
2311,0.016,0.525
2312,0.865,0.684
2314,-0.306,0.522
2315,0.865,0.684
2317,0.447,0.59
2319,0.32,0.557
2320,0.238,0.538
2321,0.865,0.684
2322,-0.84,0.456
2323,0.309,0.576
2324,0.865,0.684
2326,0.865,0.684
2327,0.865,0.684
2328,-0.436,0.508
2331,-1.055,0.465
2333,-0.636,0.457
2334,-1.363,0.472
2337,0.235,0.539
2338,-0.21,0.501
2340,-0.849,0.473
2341,-0.306,0.522
2342,0.865,0.684
2344,0.447,0.59
2346,-2.275,0.566
2347,-0.582,0.506
2349,-0.999,0.455
2350,0.447,0.59
2351,-1.428,0.472
2352,0.865,0.684
2353,-1.249,0.47
2355,0.865,0.684
2357,0.32,0.557
2358,-0.085,0.497
2359,0.175,0.546
2360,-1.011,0.488
2363,0.865,0.684
2364,-0.075,0.516
2365,-0.213,0.599
2366,0.447,0.59
2369,0.056,0.527
2370,-1.148,0.485
2371,0.865,0.684
2372,-0.013,0.509
2373,0.865,0.684
2374,-0.387,0.504
2375,0.447,0.59
2378,0.045,0.539
2379,0.045,0.539
2380,-0.956,0.496
2381,-0.67,0.476
2382,0.865,0.684
2383,0.865,0.684
2385,0.447,0.59
2388,0.056,0.527
2389,0.865,0.684
2392,-0.055,0.517
2393,-0.202,0.494
2394,0.865,0.684
2395,0.32,0.557
2396,0.045,0.539
2398,0.32,0.557
2399,0.32,0.557
2400,-1.793,0.514
2402,0.447,0.59
2403,0.32,0.557
2404,-1.625,0.513
2406,-0.173,0.504
2408,0.235,0.539
2409,0.235,0.539
2410,0.32,0.557
2411,-0.309,0.5
2412,0.865,0.684
2414,0.865,0.684
2415,0.865,0.684
2416,0.007,0.558
2417,0.865,0.684
2419,-0.414,0.481
2420,0.053,0.522
2421,0.309,0.576
2422,0.175,0.546
2423,-1.023,0.491
2426,-0.572,0.496
2427,-0.353,0.489
2428,0.175,0.546
2429,-0.824,0.482
2431,0.865,0.684
2433,0.865,0.684
2434,0.865,0.684
2435,-1.19,0.488
2436,-0.947,0.454
2437,0.194,0.566
2438,0.053,0.522
2440,-0.582,0.506
2442,0.194,0.566
2443,-0.84,0.456
2446,-0.68,0.542
2447,0.865,0.684
2448,0.745,0.722
2449,0.238,0.538
2450,0.447,0.59
2451,0.865,0.684
2452,0.865,0.684
2454,0.235,0.539
2455,-0.075,0.516
2456,-1.9,0.516
2457,-1.366,0.5
2458,0.865,0.684
2460,0.447,0.59
2461,0.194,0.566
2462,-1.249,0.47
2464,0.309,0.576
2465,-0.122,0.504
2466,-0.495,0.494
2469,-0.755,0.511
2472,-0.875,0.456
2473,-0.286,0.482
2475,0.865,0.684
2476,0.865,0.684
2477,0.865,0.684
2478,-0.64,0.476
2479,-0.612,0.484
2480,0.865,0.684
2481,-1.793,0.514
2482,0.053,0.522
2483,0.865,0.684
2485,-0.616,0.502
2486,-0.363,0.498
2487,-0.273,0.507
2489,0.865,0.684
2490,-0.707,0.501
2491,-0.988,0.479
2492,0.865,0.684
2493,-0.932,0.485
2494,0.865,0.684
2495,0.865,0.684
2496,0.32,0.557
2497,0.309,0.576
2498,-0.223,0.5
2499,-1.086,0.519
2500,0.309,0.576
2501,-0.554,0.474
2502,0.32,0.557
2504,0.865,0.684
2505,-0.521,0.464
2507,-0.143,0.524
2508,0.053,0.522
2509,-0.679,0.472
2510,0.865,0.684
2511,-0.956,0.496
2512,-0.829,0.473
2513,-1.464,0.466
2515,0.865,0.684
2516,0.447,0.59
2517,0.865,0.684
2518,-2.275,0.566
2519,-0.31,0.492
2520,0.865,0.684
2521,0.007,0.558
2522,-0.707,0.501
2523,0.865,0.684
2524,-0.075,0.516
2525,-0.173,0.504
2526,0.865,0.684
2527,-0.339,0.668
2530,-1.329,0.496
2531,0.194,0.566
2540,0.865,0.684
2541,0.865,0.684
2542,0.447,0.59
2543,-0.668,0.473
2544,0.007,0.558
2545,0.865,0.684
2546,0.045,0.539
2547,-0.15,0.513
2548,0.238,0.538
2549,-1.219,0.465
2550,0.016,0.525
2551,-0.523,0.5
2552,0.865,0.684
2553,-0.306,0.522
2554,0.865,0.684
2555,0.512,0.757
2556,0.238,0.538
2557,0.865,0.684
2558,-2.275,0.566
2559,-1.994,0.521
2560,0.865,0.684
2561,0.865,0.684
2562,-1.023,0.491
2563,0.007,0.558
2566,-1.345,0.467
2567,-0.572,0.496
2568,0.447,0.59
2569,0.447,0.59
2570,-1.019,0.454
2571,-0.363,0.498
2573,0.615,0.737
2574,-0.309,0.5
2576,0.865,0.684
2577,0.32,0.557
2579,0.865,0.684
2581,-0.684,0.456
2583,0.865,0.684
2584,0.194,0.566
2587,0.865,0.684
2588,0.053,0.522
2590,-0.202,0.494
2591,0.194,0.566
2592,-0.638,0.469
2593,0.865,0.684
2594,0.447,0.59
2595,-0.616,0.502
2596,0.235,0.539
2598,-0.444,0.522
2600,0.865,0.684
2601,-0.309,0.5
2605,0.016,0.525
2607,0.865,0.684
2608,-1.211,0.476
2611,0.007,0.558
2612,0.007,0.558
2614,0.865,0.684
2615,-0.407,0.496
2617,-1.124,0.481
2618,0.235,0.539
2619,-0.636,0.457
2621,0.865,0.684
2622,-1.994,0.521
2623,0.865,0.684
2625,0.175,0.546
2628,-1.609,0.488
2629,0.309,0.576
2631,0.745,0.722
2632,-1.087,0.463
2634,-0.306,0.522
2635,0.309,0.576
2636,0.238,0.538
2637,-1.093,0.479
2640,-0.407,0.496
2641,0.045,0.539
2642,-0.407,0.496
2643,0.865,0.684
2644,0.865,0.684
2645,0.682,0.708
2646,-0.085,0.497
2648,0.865,0.684
2649,-1.994,0.524
2650,0.865,0.684
2651,0.238,0.538
2652,-0.421,0.472
2653,-1.302,0.456
2654,0.865,0.684
2655,-0.286,0.482
2656,0.865,0.684
2657,0.865,0.684
2659,-0.882,0.508
2660,0.865,0.684
2662,-0.807,0.585
2663,0.078,0.575
2664,-0.968,0.479
2666,0.865,0.684
2668,0.865,0.684
2669,0.007,0.558
2670,0.238,0.538
2671,0.865,0.684
2673,-0.312,0.497
2674,0.175,0.546
2675,-0.495,0.494
2676,-0.603,0.476
2677,0.194,0.566
2678,0.32,0.557
2679,-1.068,0.456
2680,-0.397,0.495
2681,-0.895,0.456
2682,-1.148,0.485
2683,-0.15,0.513
2686,-1.293,0.463
2687,-0.968,0.479
2688,-1.366,0.5
2689,0.447,0.59
2690,0.32,0.557
2691,-0.828,0.457
2692,-0.307,0.547
2693,-0.968,0.456
2694,0.007,0.558
2695,0.056,0.527
2698,0.865,0.684
2700,0.865,0.684
2701,0.865,0.684
2703,-0.516,0.505
2704,0.309,0.576
2706,-1.411,0.59
2707,0.447,0.59
2708,0.865,0.684
2710,0.194,0.566
2711,-0.295,0.507
2712,-1.561,0.48
2713,-0.161,0.535
2715,0.045,0.539
2716,0.865,0.684
2717,-0.836,0.496
2719,0.865,0.684
2720,0.865,0.684
2721,0.865,0.684
2722,0.865,0.684
2723,0.865,0.684
2724,-0.309,0.5
2725,0.865,0.684
2726,0.007,0.558
2728,-0.646,0.493
2729,-0.205,0.504
2730,0.865,0.684
2731,0.865,0.684
2732,-0.668,0.473
2733,-1.313,0.491
2734,0.865,0.684
2735,-0.055,0.517
2736,0.865,0.684
2737,0.175,0.546
2738,-0.488,0.465
2739,-0.961,0.474
2740,-0.849,0.48
2741,-0.646,0.493
2743,0.865,0.684
2744,0.865,0.684
2745,0.112,0.53
2746,-0.978,0.484
2747,0.447,0.59
2748,0.865,0.684
2750,-0.363,0.498
2751,0.865,0.684
2752,0.238,0.538
2753,-0.091,0.521
2754,-0.387,0.504
2755,-1.179,0.498
2756,-0.811,0.477
2757,-0.707,0.501
2758,0.175,0.546
2759,-0.085,0.497
2762,0.865,0.684
2763,0.682,0.708
2764,-0.306,0.522
2765,-0.206,0.502
2766,-0.554,0.457
2767,0.309,0.576
2768,-0.84,0.456
2769,-0.676,0.464
2770,0.238,0.538
2771,-0.274,0.49
2772,0.865,0.684
2773,0.447,0.59
2774,-2.275,0.566
2775,-0.383,0.477
2776,-0.822,0.476
2777,0.007,0.558
2779,0.865,0.684
2780,0.238,0.538
2781,0.865,0.684
2784,-1.9,0.516
2785,0.865,0.684
2786,-2.275,0.566
2787,0.865,0.684
2789,-0.549,0.498
2790,0.32,0.557
2791,0.007,0.558
2792,0.865,0.684
2794,-2.275,0.566
2795,-0.939,0.455
2796,0.865,0.684
2797,-0.554,0.477
2798,-0.588,0.477
2799,0.865,0.684
2800,0.865,0.684
2801,0.112,0.53
2802,0.865,0.684
2804,0.447,0.59
2805,-1.994,0.521
2806,-0.295,0.507
2807,0.194,0.566
2808,-0.642,0.489
2810,0.309,0.576
2811,-0.755,0.511
2812,-0.055,0.517
2813,-0.588,0.485
2814,-1.031,0.456
2815,-0.442,0.597
2816,0.447,0.59
2817,0.447,0.59
2818,-0.797,0.494
2819,0.053,0.522
2820,-0.173,0.504
2821,0.865,0.684
2823,-0.95,0.482
2824,-0.309,0.5
2825,0.865,0.684
2826,0.238,0.538
2827,0.194,0.566
2828,-0.936,0.455
2829,-0.495,0.494
2830,0.194,0.566
2832,0.32,0.557
2833,-0.205,0.504
2835,0.865,0.684
2836,0.016,0.525
2837,0.056,0.527
2838,-1.152,0.463
2839,-0.794,0.487
2840,-1.723,0.49
2842,-2.275,0.566
2843,-0.24,0.492
2844,-0.582,0.506
2845,-0.843,0.456
2847,0.865,0.684
2848,0.447,0.59
2849,-0.013,0.509
2850,-0.091,0.521
2851,-0.755,0.511
2853,0.235,0.539
2854,-0.377,0.477
2855,0.865,0.684
2857,0.007,0.604
2858,-0.14,0.487
2859,0.865,0.684
2860,0.053,0.522
2861,0.865,0.684
2862,0.309,0.576
2865,0.238,0.538
2866,-1.584,0.491
2869,0.175,0.546
2870,0.865,0.684
2871,0.309,0.576
2872,0.447,0.59
2874,-0.01,0.511
2875,-1.17,0.49
2876,0.309,0.576
2880,-0.202,0.494
2881,0.865,0.684
2882,-1.301,0.491
2883,-0.202,0.494
2884,0.865,0.684
2885,0.865,0.684
2886,-0.733,0.456
2889,0.865,0.684
2890,-1.094,0.455
2891,-0.085,0.497
2892,0.865,0.684
2893,-0.085,0.497
2894,0.238,0.538
2895,0.078,0.575
2896,-1.17,0.49
2897,0.865,0.684
2898,-0.15,0.513
2901,0.007,0.558
2903,0.447,0.59
2904,-1.301,0.491
2906,-0.386,0.512
2907,0.32,0.557
2908,0.447,0.59
2909,0.865,0.684
2911,0.865,0.684
2912,-0.436,0.508
2913,-0.582,0.506
2914,0.865,0.684
2915,-1.003,0.504
2916,0.865,0.684
2917,-0.364,0.503
2918,0.32,0.557
2919,-0.643,0.475
2920,-0.588,0.477
2922,0.194,0.566
2923,-0.013,0.509
2925,0.865,0.684
2926,0.865,0.684
2927,-2.275,0.566
2928,0.865,0.684
2929,-0.01,0.511
2930,0.053,0.522
2931,-0.999,0.455
2933,-0.748,0.473
2934,-0.603,0.476
2936,-0.31,0.492
2937,0.865,0.684
2939,-0.911,0.558
2940,-0.055,0.517
2941,-0.551,0.506
2942,0.238,0.538
2943,0.078,0.575
2944,-1.606,0.481
2945,-0.332,0.474
2946,-1.12,0.464
2947,-0.01,0.511
2949,-1.045,0.463
2950,-1.612,0.486
2951,0.447,0.59
2952,-0.161,0.535
2955,0.309,0.576
2956,-0.561,0.568
2957,0.865,0.684
2958,-0.01,0.511
2959,-1.423,0.479
2960,0.194,0.566
2962,-0.802,0.463
2963,-0.494,0.496
2964,0.238,0.538
2965,-0.01,0.511
2966,0.053,0.522
2968,-0.998,0.481
2969,-0.797,0.494
2970,-0.461,0.479
2971,-1.229,0.482
2973,-1.366,0.5
2974,-0.055,0.517
2976,0.865,0.684
2977,-0.192,0.511
2979,-0.055,0.517
2980,-1.302,0.456
2981,-0.892,0.456
2982,-0.395,0.479
10182,-0.395,0.479
2985,-1.177,0.474
2986,0.194,0.566
2987,0.32,0.557
2988,0.865,0.684
2989,0.865,0.684
2992,0.865,0.684
2993,0.865,0.684
2994,0.056,0.527
2995,-0.427,0.472
2997,0.447,0.59
2998,0.865,0.684
2999,0.309,0.576
3002,0.865,0.684
3003,0.175,0.546
3005,0.447,0.59
3006,-0.651,0.468
3009,0.053,0.522
3010,0.865,0.684
3011,-0.653,0.464
3012,0.865,0.684
3014,0.865,0.684
3015,0.865,0.684
3016,-0.495,0.494
3017,-0.684,0.456
3018,0.865,0.684
3020,0.865,0.684
3021,-0.01,0.511
3022,-0.512,0.479
3023,-0.494,0.496
3026,-0.01,0.511
3027,0.865,0.684
3029,-0.809,0.473
3030,0.175,0.546
3031,-0.591,0.478
3033,0.865,0.684
3034,0.865,0.684
3036,-0.087,0.495
3037,0.045,0.539
3039,-0.194,0.548
3040,0.865,0.684
3041,0.194,0.566
3043,0.865,0.684
3044,0.865,0.684
3045,-1.176,0.463
3046,0.865,0.684
3047,-0.273,0.507
3048,0.194,0.566
3049,-0.01,0.511
3052,0.007,0.558
3054,-1.625,0.513
3055,-0.286,0.482
3056,-0.66,0.475
3057,0.194,0.566
3058,-0.514,0.471
3059,0.007,0.558
3060,-0.173,0.504
3061,-0.115,0.505
3062,0.447,0.59
3063,-0.273,0.507
3064,-0.516,0.505
3066,-0.66,0.475
3067,0.175,0.546
3068,-0.46,0.487
3069,0.447,0.59
3071,-0.777,0.491
3072,0.007,0.558
3075,0.016,0.525
3076,-0.988,0.477
3077,-0.636,0.457
3081,0.007,0.558
3082,-0.851,0.48
3083,0.32,0.557
3084,-0.309,0.5
3085,-0.223,0.5
3088,-1.941,0.514
3089,-0.173,0.504
3090,-0.18,0.51
3091,-0.075,0.516
3093,-0.309,0.5
3095,-1.029,0.474
3096,0.447,0.59
3097,-0.757,0.535
3098,0.447,0.59
3099,0.865,0.684
3107,0.309,0.576
3109,0.865,0.684
3110,0.865,0.684
3111,-0.353,0.489
3112,0.865,0.684
3113,0.865,0.684
3114,0.865,0.684
3115,-0.15,0.513
3116,-0.202,0.491
3120,-0.849,0.473
3122,-0.594,0.491
3123,0.865,0.684
3124,0.175,0.546
3127,0.865,0.684
3128,0.007,0.558
3130,-0.603,0.476
3131,-1.894,0.503
3132,0.865,0.684
3133,-0.013,0.509
3134,-0.998,0.462
3135,-0.114,0.506
3136,-2.275,0.566
3138,-0.091,0.521
3139,-1.376,0.501
3142,-0.087,0.495
3143,-1.085,0.463
3144,-0.161,0.535
3145,-1.259,0.47
3147,0.447,0.59
3148,-0.332,0.474
3150,0.447,0.59
3151,-1.328,0.482
3152,0.865,0.684
3154,-0.538,0.476
3156,-0.591,0.47
3159,0.056,0.527
3160,0.865,0.684
3161,0.175,0.546
3163,0.865,0.684
3164,-0.612,0.463
3165,0.238,0.538
3167,-0.377,0.477
3168,-1.136,0.465
3169,0.238,0.538
3170,0.447,0.59
3171,-0.863,0.479
3172,-0.739,0.456
3173,0.865,0.684
3174,0.32,0.557
3175,0.32,0.557
3177,-0.273,0.507
3181,-0.828,0.457
3183,0.238,0.538
3184,-1.329,0.496
