ff_id,SC9,SC9_SE
3185,-0.01,0.511
3186,-0.627,0.474
3187,0.447,0.59
3190,-0.514,0.471
3191,0.865,0.684
3192,-0.01,0.511
3194,0.865,0.684
3195,-0.085,0.497
3196,-1.093,0.479
3197,-0.173,0.504
3198,-0.746,0.457
3199,-0.538,0.476
3200,0.865,0.684
3201,0.112,0.53
3202,0.045,0.539
3203,-1.104,0.495
3204,-0.386,0.466
3206,-0.461,0.479
3209,0.045,0.539
3212,0.865,0.684
3213,-0.551,0.506
3214,-0.638,0.469
3215,0.447,0.59
3217,0.447,0.59
3218,0.194,0.566
3220,0.447,0.59
3221,-0.777,0.491
3222,0.112,0.53
3223,0.309,0.576
3225,0.865,0.684
3226,0.016,0.525
3227,0.007,0.558
3228,-0.205,0.504
3230,-0.055,0.517
3232,-0.013,0.509
3233,-0.386,0.512
3234,0.865,0.684
3235,0.238,0.538
3238,0.865,0.684
3239,-0.286,0.482
3240,-2.275,0.566
3242,-0.494,0.496
3243,-0.013,0.509
3244,0.056,0.527
3245,-1.136,0.48
3247,0.309,0.576
3248,-0.968,0.479
3249,-0.489,0.508
3253,0.865,0.684
3254,-0.549,0.498
3256,0.865,0.684
3257,-1.004,0.474
3258,0.865,0.684
3259,-0.173,0.504
3260,0.865,0.684
3261,-1.5,0.488
3264,-0.989,0.463
3265,-0.707,0.501
3266,-0.643,0.475
3268,-2.275,0.566
3271,-0.756,0.481
3272,0.447,0.59
3274,-0.205,0.504
3275,-0.652,0.457
3276,-1.038,0.475
3279,-0.554,0.457
3280,0.238,0.538
3281,0.447,0.59
3282,0.007,0.558
3283,0.053,0.522
3284,0.865,0.684
3285,0.053,0.522
3286,0.865,0.684
3287,0.402,0.832
3288,-0.863,0.479
3289,-0.075,0.516
3290,-0.055,0.517
3291,-1.256,0.567
3292,0.052,0.563
3294,0.865,0.684
3295,-0.521,0.476
3296,-0.091,0.521
3297,-0.01,0.511
3299,0.865,0.684
3301,0.865,0.684
3306,0.007,0.558
3307,-1.382,0.467
3310,-0.998,0.481
3311,0.447,0.59
3312,0.045,0.539
3313,0.865,0.684
3314,0.865,0.684
3315,0.865,0.684
3316,-0.274,0.5
3318,-1.17,0.49
3319,-0.286,0.479
3320,-0.205,0.504
3321,0.865,0.684
3322,-0.364,0.503
3324,-0.603,0.476
3326,0.865,0.684
3327,0.865,0.684
3330,-0.18,0.51
3336,0.865,0.684
3340,-0.335,0.513
3341,-0.365,0.506
3342,0.865,0.684
3344,-0.93,0.472
3345,-0.309,0.5
3346,0.865,0.684
3347,-1.186,0.464
3350,-0.075,0.516
3352,0.309,0.576
3354,-0.881,0.481
3355,0.194,0.566
3358,-0.055,0.517
3360,0.682,0.708
3361,0.865,0.684
3362,0.447,0.59
3364,-0.708,0.474
3366,-0.77,0.467
3372,-0.161,0.535
3374,0.865,0.684
3377,-0.76,0.468
3378,0.447,0.59
3382,-0.829,0.473
3384,0.447,0.59
3386,-0.14,0.487
3387,0.865,0.684
3388,-0.467,0.48
3389,0.865,0.684
3390,0.007,0.558
3392,0.053,0.522
3394,0.865,0.684
3397,0.865,0.684
3398,0.045,0.539
3399,0.447,0.59
3402,0.865,0.684
3404,-0.091,0.521
3405,0.865,0.684
3406,-1.005,0.466
3407,0.865,0.684
3408,-1.313,0.491
3411,-0.24,0.492
3412,-0.15,0.513
3414,-0.114,0.506
3415,0.865,0.684
3416,0.865,0.684
3418,-1.703,0.504
3419,-0.306,0.522
3420,0.007,0.558
3421,0.865,0.684
3422,0.865,0.684
3423,-0.286,0.482
3424,0.865,0.684
3428,0.447,0.59
3430,0.865,0.684
3432,0.865,0.684
3433,0.865,0.684
3434,-0.436,0.508
3435,-1.194,0.471
3437,-0.603,0.476
3438,0.865,0.684
3439,0.865,0.684
3440,0.865,0.684
3441,0.865,0.684
3443,0.865,0.684
3445,-0.947,0.454
3446,-1.385,0.478
3448,0.238,0.538
3450,-0.332,0.474
3451,0.865,0.684
3452,0.865,0.684
3455,0.865,0.684
3456,-0.523,0.5
3457,-1.35,0.471
3458,0.865,0.684
3460,-0.652,0.457
3461,-0.122,0.504
3462,-1.128,0.49
3463,-0.657,0.498
3464,-1.994,0.524
3465,0.865,0.684
3466,0.865,0.684
3467,-1.416,0.484
3469,-0.721,0.482
3517,0.865,0.684
3519,-1.819,0.508
3520,0.053,0.522
3521,0.865,0.684
3522,-0.516,0.505
3523,-0.431,0.478
3525,0.235,0.539
3526,0.056,0.527
3528,-0.417,0.539
3531,0.865,0.684
3532,-0.332,0.474
3534,-1.187,0.472
3536,0.865,0.684
3537,-0.46,0.487
3538,-0.554,0.457
3539,-0.087,0.495
3540,0.447,0.59
3541,-1.128,0.49
3544,0.865,0.684
3546,0.309,0.576
3548,0.865,0.684
3549,-0.786,0.475
3551,0.865,0.684
3553,0.175,0.546
3555,-0.205,0.504
3556,0.865,0.684
3557,-0.554,0.457
3559,-0.733,0.456
3560,0.865,0.684
3561,0.865,0.684
3562,-0.202,0.491
3563,0.045,0.539
3564,-0.313,0.513
3570,-0.286,0.482
3571,0.865,0.684
3572,-1.326,0.472
3575,0.865,0.684
3576,0.865,0.684
3577,0.447,0.59
3578,-0.013,0.509
3579,0.865,0.684
3582,0.865,0.684
3583,-0.013,0.509
3584,-0.671,0.47
3585,0.865,0.684
3587,0.175,0.546
3588,0.865,0.684
3589,-1.195,0.488
3590,0.865,0.684
3594,0.865,0.684
3595,0.447,0.59
3596,0.32,0.557
3597,-0.161,0.535
3598,0.235,0.539
3599,-0.93,0.472
3600,-0.638,0.469
3601,0.865,0.684
3602,0.865,0.684
3604,0.309,0.576
3607,0.865,0.684
3610,0.447,0.59
3611,-2.275,0.566
3615,0.865,0.684
3616,0.865,0.684
3617,-0.461,0.479
3619,-0.826,0.482
3620,-1.473,0.479
3621,-0.516,0.505
3622,0.865,0.684
3624,-1.416,0.475
3625,-0.332,0.474
3626,0.175,0.546
3630,0.447,0.59
3634,0.865,0.684
3635,0.615,0.737
3636,-2.275,0.566
3637,0.865,0.684
3638,-0.055,0.517
3640,-0.192,0.511
3643,-0.467,0.48
3644,-0.085,0.497
3646,-0.636,0.457
3647,-0.161,0.535
3650,0.238,0.538
3651,-1.17,0.49
3653,-0.817,0.476
3654,0.007,0.558
10193,0.865,0.684
3658,0.865,0.684
3661,0.32,0.557
3662,0.865,0.684
3663,0.865,0.684
3666,-0.14,0.487
3667,0.865,0.684
3673,-1.557,0.481
3716,-0.486,0.477
3717,0.016,0.525
3718,0.238,0.538
3719,-1.464,0.504
3720,-0.286,0.479
3722,0.865,0.684
3723,0.045,0.539
3724,0.865,0.684
3725,-1.572,0.518
3726,0.865,0.684
3727,-0.01,0.511
3729,0.865,0.684
3730,0.865,0.684
3733,-0.762,0.474
3735,0.865,0.684
3737,0.865,0.684
3738,0.238,0.538
3739,0.194,0.566
3740,-1.017,0.472
3741,0.016,0.525
3742,0.865,0.684
3744,0.865,0.684
3747,-0.378,0.48
3748,0.865,0.684
3751,-1.062,0.485
3754,0.007,0.558
3755,-0.756,0.481
3756,-0.075,0.516
3757,0.175,0.546
3758,-0.679,0.485
3759,0.865,0.684
3760,0.865,0.684
3761,0.865,0.684
3762,0.016,0.525
3763,0.447,0.59
3766,-0.636,0.457
3767,0.865,0.684
3768,-0.173,0.504
3769,0.682,0.708
3770,-1.366,0.5
3771,-0.421,0.472
3772,0.865,0.684
3773,0.865,0.684
3776,0.865,0.684
3777,-1.28,0.471
3778,0.056,0.527
3779,0.447,0.59
3780,-0.161,0.535
3782,0.175,0.546
3783,0.194,0.566
3785,-0.467,0.48
3786,-0.461,0.479
3787,0.309,0.576
3788,-0.436,0.508
3790,0.865,0.684
3791,-0.551,0.506
3792,0.865,0.684
3793,0.865,0.684
3794,-0.947,0.454
3795,-0.551,0.506
3796,0.32,0.557
3798,0.865,0.684
3799,0.238,0.538
3802,0.865,0.684
3803,0.235,0.539
3805,-0.579,0.464
3806,0.865,0.684
3807,-0.554,0.457
3809,0.865,0.684
3811,0.865,0.684
3812,-0.538,0.476
3813,-0.666,0.473
3815,-1.249,0.477
3816,0.007,0.558
3817,0.865,0.684
3820,-0.085,0.497
3821,-0.554,0.457
3822,-0.591,0.478
3823,-1.356,0.484
3829,0.32,0.557
3833,0.309,0.576
3834,-0.01,0.511
3837,-0.554,0.457
3838,-0.075,0.516
3840,0.865,0.684
3842,0.447,0.59
3844,-0.306,0.522
3845,-0.882,0.508
3846,-0.115,0.505
3849,0.007,0.558
3850,0.447,0.59
3851,-0.15,0.513
3852,-0.551,0.506
3853,-1.063,0.457
3854,0.447,0.59
3855,0.053,0.522
3858,0.865,0.684
3860,0.007,0.558
3862,-1.612,0.486
3865,-0.516,0.505
3866,-0.15,0.513
3868,0.238,0.538
3869,-0.523,0.5
3870,0.865,0.684
3871,-1.757,0.498
3872,0.238,0.538
3873,-0.719,0.463
3874,-0.115,0.505
3875,-1.366,0.5
3876,0.865,0.684
3877,-1.221,0.49
3878,0.865,0.684
3879,-0.161,0.535
3880,-1.371,0.471
3882,-0.387,0.504
3883,0.82,0.705
3884,0.865,0.684
3885,0.053,0.522
3886,-0.47,0.499
3887,-0.467,0.48
3889,0.194,0.566
3890,0.865,0.684
3891,-0.492,0.485
3893,-1.61,0.495
3894,0.447,0.59
3895,0.447,0.59
3896,0.865,0.684
3898,-0.46,0.5
3899,0.053,0.522
3900,0.045,0.539
3901,0.865,0.684
3902,-0.603,0.476
3903,0.32,0.557
3904,0.865,0.684
3905,-1.819,0.508
3906,0.194,0.566
3907,0.865,0.684
3909,0.865,0.684
3911,-2.112,0.588
3912,0.194,0.566
3914,0.194,0.566
3915,-0.833,0.457
3916,0.447,0.59
3917,0.865,0.684
3918,0.865,0.684
3919,-0.516,0.505
3920,-0.15,0.513
3921,0.053,0.522
3922,0.865,0.684
3924,0.447,0.59
3926,-0.739,0.456
3927,0.447,0.59
3928,0.32,0.557
3929,-0.478,0.465
3930,-0.657,0.498
3932,-0.636,0.457
3933,0.865,0.684
3934,-1.366,0.5
3935,0.406,0.805
3936,0.865,0.684
3937,-1.52,0.477
3939,-1.087,0.463
3940,-0.15,0.513
3942,-1.02,0.558
3943,-0.755,0.511
3944,0.865,0.684
3945,-0.636,0.457
3946,0.865,0.684
3947,0.309,0.576
3949,0.865,0.684
3950,0.865,0.684
3951,0.238,0.538
3953,0.865,0.684
3955,0.865,0.684
3956,0.865,0.684
3957,0.175,0.546
3958,0.447,0.59
3962,-0.165,0.612
3963,0.865,0.684
3965,-0.202,0.491
3966,-1.48,0.478
3970,-0.915,0.456
3973,-0.486,0.477
3974,0.865,0.684
3975,-0.14,0.487
3976,0.865,0.684
3977,-0.01,0.511
3979,-0.013,0.509
3983,-0.114,0.506
3985,0.865,0.684
3986,-0.777,0.491
3987,0.865,0.684
3990,-1.687,0.482
3991,-0.459,0.476
3993,0.865,0.684
3996,0.007,0.604
3998,-0.161,0.535
3999,0.447,0.59
4002,-2.275,0.566
4003,0.865,0.684
4004,0.447,0.59
4005,-0.353,0.489
4006,0.865,0.684
4008,0.447,0.59
4009,-0.075,0.516
4011,-1.52,0.477
4013,0.32,0.557
4015,0.865,0.684
4017,0.447,0.59
4018,0.865,0.684
4019,0.865,0.684
4020,0.32,0.557
4021,-0.652,0.457
4022,-0.473,0.475
4024,-0.306,0.522
4025,-0.273,0.507
4030,0.238,0.538
4034,0.007,0.558
4036,-0.15,0.513
4037,-0.15,0.513
4038,-0.295,0.507
4039,0.865,0.684
4041,-0.395,0.479
4042,0.865,0.684
4043,0.053,0.522
4044,0.238,0.538
4045,0.32,0.557
4052,-1.819,0.508
4058,-0.554,0.474
4059,0.112,0.53
4060,-1.392,0.465
4061,-0.979,0.455
4062,0.447,0.59
4063,-1.561,0.48
4067,0.512,0.757
4068,-0.64,0.476
4069,-0.091,0.521
4071,0.007,0.558
4072,0.512,0.757
4074,-2.275,0.566
4075,0.104,0.592
4076,0.865,0.684
4078,-0.914,0.481
4079,0.865,0.684
4080,0.238,0.538
4081,-1.366,0.5
4082,0.865,0.684
4083,0.045,0.539
4084,-1.543,0.486
4086,-0.46,0.487
4087,-1.308,0.492
4089,0.447,0.59
4090,-0.93,0.472
4091,-0.378,0.48
4093,-0.115,0.505
4095,-0.055,0.517
4096,-0.725,0.475
4097,0.865,0.684
4098,-0.075,0.516
4100,-0.551,0.506
4102,-0.427,0.472
4103,0.007,0.558
4105,-0.115,0.505
4106,0.865,0.684
4107,-1.112,0.456
4109,0.056,0.527
4110,-2.275,0.566
4112,0.447,0.59
4113,0.865,0.684
4114,0.235,0.539
4115,0.194,0.566
4116,0.447,0.59
4117,0.865,0.684
4118,-0.712,0.457
4120,0.309,0.576
4121,0.865,0.684
4124,0.865,0.684
4125,-2.275,0.566
4126,0.865,0.684
4127,0.32,0.557
4129,0.865,0.684
4130,-0.936,0.455
4131,0.865,0.684
4133,0.309,0.576
4134,-0.498,0.479
4135,0.175,0.546
4136,-1.011,0.488
4137,0.309,0.576
4138,0.865,0.684
4143,0.865,0.684
4144,-0.205,0.504
4145,0.745,0.722
4146,0.865,0.684
4148,-0.122,0.504
4149,0.865,0.684
4150,0.865,0.684
4152,-0.608,0.481
4153,-1.366,0.5
4155,0.865,0.684
4157,0.865,0.684
4158,-0.677,0.49
4160,0.865,0.684
4161,-2.275,0.566
4163,0.865,0.684
4164,-0.684,0.456
4166,0.238,0.538
4168,-1.313,0.491
4169,-0.286,0.479
4171,0.309,0.576
4172,-0.591,0.474
4173,-0.31,0.492
4174,-0.467,0.48
4175,-0.588,0.477
4176,-0.286,0.482
4177,0.865,0.684
4178,0.865,0.684
4180,0.865,0.684
4182,-0.588,0.485
4183,0.447,0.59
4184,-0.93,0.472
4185,-0.714,0.457
4187,-0.386,0.486
4188,0.447,0.59
4189,0.865,0.684
4191,0.238,0.538
4192,0.32,0.557
4194,-0.205,0.504
4196,-0.304,0.488
4197,-0.684,0.456
4198,-0.313,0.513
4199,0.194,0.566
4200,0.865,0.684
4201,0.865,0.684
4202,-2.275,0.566
4203,-0.387,0.504
4204,0.865,0.684
4207,0.865,0.684
4208,-1.582,0.491
4210,0.238,0.538
4211,-0.013,0.509
4212,0.865,0.684
4213,0.865,0.684
4214,0.238,0.538
4215,-1.216,0.494
4216,-0.603,0.476
4217,-0.01,0.511
4220,0.865,0.684
4221,-0.14,0.487
4222,-0.754,0.486
4224,0.865,0.684
4226,-0.588,0.477
4229,0.194,0.566
4230,-0.313,0.513
4233,0.865,0.684
4238,0.235,0.539
4240,-0.378,0.48
4241,0.238,0.538
4242,-0.192,0.511
4243,0.865,0.684
10134,0.016,0.525
10091,-0.989,0.463
10105,0.865,0.684
4251,0.238,0.538
4253,0.865,0.684
4254,0.865,0.684
10094,-0.559,0.47
4256,0.447,0.59
10166,0.865,0.684
10118,0.865,0.684
4260,0.053,0.522
4262,0.447,0.59
10111,-1.572,0.518
4267,-0.591,0.47
10181,0.865,0.684
10108,-1.275,0.499
4270,-0.78,0.455
4272,-0.273,0.507
4274,-0.414,0.481
4275,0.309,0.576
4276,0.235,0.539
4277,-1.146,0.456
10119,0.007,0.558
10163,0.865,0.684
10133,-0.554,0.457
4281,-2.275,0.566
10123,0.447,0.59
10143,-0.686,0.494
10180,0.865,0.684
10160,-0.856,0.483
4287,0.309,0.576
10158,-0.087,0.495
10097,-1.023,0.491
10113,-0.21,0.501
4291,0.865,0.684
10106,-0.14,0.487
4294,-0.76,0.468
4296,-0.915,0.456
10135,0.865,0.684
4299,0.32,0.557
10174,-0.013,0.509
4301,-0.114,0.506
4304,-0.516,0.505
4308,-0.616,0.502
4309,0.007,0.558
10102,0.865,0.684
10138,0.32,0.557
4315,-1.04,0.484
4318,-0.085,0.497
4319,0.865,0.684
4320,0.235,0.539
4321,0.865,0.684
10171,-0.585,0.465
4324,0.865,0.684
10129,0.865,0.684
10156,0.238,0.538
10227,0.007,0.558
10112,-0.306,0.522
10147,-0.755,0.511
10124,0.865,0.684
4333,0.865,0.684
4334,-1.051,0.455
10139,-0.636,0.457
10122,-0.714,0.457
10179,0.865,0.684
10140,0.865,0.684
10132,-1.793,0.512
4340,-0.202,0.491
4341,0.175,0.546
4342,-1.053,0.466
10167,-0.087,0.495
10161,-0.202,0.491
4345,-0.733,0.456
4346,-0.588,0.477
4347,-0.554,0.457
4348,0.32,0.557
4349,0.007,0.558
10202,0.238,0.538
10192,-0.421,0.472
4353,0.865,0.684
4354,-0.313,0.513
4355,-1.202,0.529
10232,-1.269,0.469
4358,0.053,0.522
4360,-0.161,0.535
10206,-0.122,0.504
4363,-0.013,0.509
10211,-0.37,0.49
10207,0.238,0.538
4366,-0.15,0.513
10230,0.238,0.538
10205,-0.459,0.476
10221,0.309,0.576
4372,0.32,0.557
4373,-0.286,0.482
4374,0.865,0.684
4375,-0.295,0.507
4377,0.238,0.538
4378,-0.332,0.474
4379,0.007,0.558
4382,0.194,0.566
4385,0.238,0.538
10209,-0.932,0.485
10198,-1.341,0.491
10208,0.481,0.854
4392,0.309,0.576
10215,0.045,0.539
4395,-0.202,0.494
4403,0.238,0.538
10222,0.447,0.59
10229,0.309,0.576
4409,0.865,0.684
4411,0.865,0.684
4413,-0.755,0.511
4414,0.865,0.684
10200,0.309,0.576
10214,0.447,0.59
4422,0.865,0.684
10199,-0.762,0.474
4426,-1.633,0.489
10224,-0.755,0.511
10220,-0.591,0.474
4430,0.238,0.538
4433,-0.961,0.474
4435,0.865,0.684
4436,-0.313,0.513
4438,0.865,0.684
4439,0.039,0.648
10194,-1.27,0.464
4441,0.045,0.539
10226,-1.35,0.464
10212,0.32,0.557
4447,0.194,0.566
10228,-0.173,0.504
4449,-1.31,0.717
10219,0.32,0.557
4451,-0.161,0.535
4452,-0.863,0.479
4453,-0.205,0.504
4454,0.865,0.684
10225,-0.161,0.535
4458,-1.23,0.456
10195,0.231,0.601
4460,0.865,0.684
4461,-0.755,0.511
4466,0.865,0.684
4468,0.309,0.576
4469,-0.712,0.457
4470,0.056,0.527
4471,-0.31,0.492
4472,-0.143,0.524
4473,0.309,0.576
4474,-0.075,0.516
4476,-0.143,0.524
4478,0.235,0.539
10204,0.865,0.684
4483,-0.14,0.487
10234,-0.274,0.5
4490,0.865,0.684
10231,0.865,0.684
10196,0.447,0.59
10216,0.447,0.59
4497,-0.914,0.481
4499,-0.882,0.508
4500,-0.756,0.481
4502,0.865,0.684
4504,-0.721,0.482
4506,-0.24,0.492
4507,-0.89,0.477
4508,-0.748,0.473
4509,0.865,0.684
4510,0.745,0.722
4511,-0.304,0.488
4512,0.865,0.684
4514,0.309,0.576
4515,-0.974,0.455
4516,-1.302,0.456
4518,0.32,0.557
4519,-0.202,0.494
4520,0.447,0.59
4521,0.865,0.684
4522,0.235,0.539
4525,0.238,0.538
4528,0.235,0.539
4530,0.865,0.684
4531,0.865,0.684
4532,0.865,0.684
4534,-0.085,0.497
4535,0.447,0.59
4536,0.865,0.684
4538,-0.903,0.457
4539,-0.18,0.51
4540,0.865,0.684
4541,-1.301,0.491
4542,-0.01,0.511
4543,-0.01,0.511
4544,0.309,0.576
4545,-0.075,0.516
4547,0.865,0.684
4548,0.238,0.538
4550,-0.608,0.481
4551,0.32,0.557
4553,0.007,0.558
4554,-0.636,0.457
4555,-0.087,0.495
4556,0.865,0.684
4558,-0.715,0.502
4559,0.865,0.684
4560,-0.378,0.48
4562,0.447,0.59
4565,-1.994,0.524
4566,-0.646,0.493
10235,-0.31,0.492
4568,0.447,0.59
4569,-1.329,0.496
4570,0.865,0.684
4571,0.194,0.566
4574,0.32,0.557
4575,0.865,0.684
4576,0.865,0.684
4577,-2.275,0.566
4578,0.32,0.557
4581,-0.762,0.474
4582,0.447,0.59
4584,-0.431,0.478
4585,0.865,0.684
4586,0.175,0.546
4587,0.309,0.576
4588,0.175,0.546
4590,0.865,0.684
4591,-0.974,0.455
4592,-0.956,0.496
4593,-0.407,0.496
4595,0.865,0.684
4596,-0.36,0.503
4597,-0.652,0.457
4598,-1.506,0.485
4600,0.865,0.684
4602,0.447,0.59
4606,0.32,0.557
4607,0.865,0.684
4608,0.865,0.684
4610,0.447,0.59
4612,-0.387,0.504
4613,0.865,0.684
4614,0.865,0.684
4615,-0.819,0.479
4616,0.865,0.684
4618,0.865,0.684
4619,0.865,0.684
4620,0.865,0.684
4623,0.309,0.576
4625,-0.01,0.511
4626,0.865,0.684
4627,0.865,0.684
4628,0.865,0.684
4629,-2.275,0.566
4630,-0.306,0.522
4631,0.865,0.684
4632,-1.234,0.521
4633,-0.686,0.494
4634,0.238,0.538
4635,0.865,0.684
4636,-1.078,0.474
4638,-0.42,0.493
4639,-0.724,0.456
4640,0.865,0.684
4641,0.865,0.684
4643,-0.755,0.511
4644,-2.275,0.566
4645,-0.771,0.455
4646,-0.24,0.492
4647,-0.205,0.504
4648,0.194,0.566
4650,0.238,0.538
4651,-0.949,0.47
4652,-0.286,0.482
4653,-0.387,0.504
4654,0.447,0.59
4656,0.865,0.684
4657,-1.61,0.495
4658,0.865,0.684
4659,-0.085,0.497
4661,0.447,0.59
4662,0.235,0.539
4664,0.32,0.557
4665,0.056,0.527
4667,-0.31,0.492
4668,-0.771,0.484
4670,0.865,0.684
4671,0.865,0.684
4673,0.235,0.539
4676,0.865,0.684
4677,0.309,0.576
4678,-0.085,0.497
4679,-0.24,0.492
4681,0.865,0.684
4682,0.056,0.527
4683,-1.572,0.518
4684,0.447,0.59
4685,0.865,0.684
4686,-0.192,0.511
4687,0.865,0.684
4690,0.007,0.558
4692,0.447,0.59
4693,-0.31,0.489
4694,0.865,0.684
4696,0.238,0.538
4697,0.447,0.59
4698,-0.707,0.501
4699,-0.643,0.475
4700,0.865,0.684
4701,0.045,0.539
4702,0.865,0.684
4703,-1.685,0.484
4704,-1.572,0.518
4705,-0.849,0.48
10217,0.865,0.684
4707,-0.551,0.506
4709,0.007,0.558
4710,-0.407,0.496
4712,-0.241,0.485
4714,-0.436,0.508
4715,0.053,0.522
4717,0.865,0.684
4718,-1.757,0.498
4719,0.865,0.684
4720,-1.329,0.496
4721,0.235,0.539
4722,0.865,0.684
4723,-1.703,0.504
4724,0.309,0.576
4726,-1.157,0.486
4727,0.865,0.684
4728,-0.122,0.504
4732,0.447,0.59
4733,-0.554,0.457
4735,-1.093,0.479
4736,-0.286,0.482
4738,-0.386,0.512
4739,0.865,0.684
4740,0.175,0.546
4741,-0.554,0.457
4742,0.865,0.684
4743,0.194,0.566
4744,-0.312,0.497
4746,-0.202,0.494
4747,0.865,0.684
4748,0.447,0.59
4749,0.447,0.59
4750,-0.274,0.5
4751,0.865,0.684
4752,0.865,0.684
4753,-0.295,0.507
4754,-0.085,0.497
4756,0.309,0.576
4757,-1.11,0.472
4758,0.045,0.539
4759,-0.24,0.492
4761,0.32,0.557
4763,0.447,0.59
4765,-2.275,0.566
4766,-0.192,0.511
4767,0.235,0.539
4768,-0.273,0.507
4769,0.865,0.684
4770,-0.386,0.512
4771,0.865,0.684
4772,0.238,0.538
4773,-0.312,0.497
4775,-0.582,0.506
4776,-0.996,0.474
4777,0.865,0.684
4779,-0.14,0.487
4780,0.238,0.538
4781,0.045,0.539
4783,-0.657,0.498
4787,-1.068,0.456
4788,-0.091,0.521
4790,-0.087,0.495
4792,0.447,0.59
4793,0.865,0.684
4794,0.175,0.546
4796,0.865,0.684
4800,0.016,0.525
4801,0.865,0.684
4802,0.865,0.684
4803,-0.24,0.492
4804,-0.521,0.476
4805,-1.023,0.491
4806,0.016,0.525
4808,-0.205,0.504
4809,0.309,0.576
4810,0.053,0.522
4811,0.865,0.684
4812,0.865,0.684
4813,-0.914,0.481
4815,0.238,0.538
4816,0.194,0.566
4817,0.32,0.557
4818,-0.37,0.49
4819,0.865,0.684
4821,0.865,0.684
4822,0.865,0.684
4824,-0.95,0.482
4825,-0.055,0.517
4826,0.447,0.59
4829,0.194,0.566
4830,-0.878,0.456
4831,0.865,0.684
4832,-0.378,0.48
4833,-0.306,0.522
4835,0.045,0.539
4836,-1.522,0.485
4837,-1.387,0.478
4838,-0.15,0.513
4839,-1.146,0.456
4840,0.865,0.684
4841,0.447,0.59
4844,0.235,0.539
4845,-1.504,0.507
4846,0.045,0.539
4847,-0.608,0.481
4848,0.447,0.59
4850,-1.326,0.482
4851,0.194,0.566
4852,0.865,0.684
4855,0.447,0.59
4856,0.865,0.684
4857,0.447,0.59
4858,0.235,0.539
4859,-0.82,0.455
4860,0.865,0.684
4861,0.865,0.684
4862,-0.087,0.495
4863,0.865,0.684
4864,-0.15,0.513
4865,0.235,0.539
4866,-0.075,0.516
4867,0.865,0.684
4868,0.32,0.557
4871,-1.572,0.518
4872,0.309,0.576
4874,-0.554,0.457
4876,-0.192,0.511
4878,-0.884,0.479
4879,-0.686,0.494
4880,-0.829,0.473
4881,0.865,0.684
4883,-0.24,0.492
4884,-0.588,0.477
4885,0.016,0.525
4886,0.447,0.59
4888,-0.849,0.473
4889,0.865,0.684
4891,-0.908,0.475
4892,-0.733,0.456
4893,-0.085,0.497
4895,-0.297,0.715
4897,-1.078,0.463